ID,tweet,country
1293485547319627777t,I dk if this Russian  vaccine will make it here or not Trump will try to get it on the shelves tho Please dont take this,1
1402633002392326146t,  This vaccineskeptical American pharmacist deliberately removed vials of Moderna vaccine from their refrigerator at the hospital where he worked in Wisconsin He did it rightly,0
1354181679506710528t, you want to keep all the vaccine to yourselvestell your European pharmaceutical companies like Pfizer that well rememberwe have a choice here in Canada as to what drugs we get prescribed boycotteudrugcompanies,1
1293523768535666688t,Cynical me Putin knows RussianVaccine is bad But PutinsPuppet is going to buy a ton of it for US Itll make a lot of Americans sickdead creating widespread fear of govt science medicine  destabilize US TraitorTrump will do nothing Putin will invade US in chaos,1
1326718154261794817t,  COVID IS A DRUG MAN MADE BY THE GOVERNMENT TO SEPARATE EVERYBODY SO BIDEN CAN INJECT US WITH THESE VACCINES  RDIF CHIPS MARTI LAW IS ABOUT TO HAPPEN  THEYRE GOING TO TRY TO PUT US IN FEMA CAMPS LIKE THE HOLOCAUST WERE ALL SLAVES TO THE SYSTEM,0
1368937897378910209t,And now they have a Covid vaccine Can they be trusted Lawsuits payouts opioids crisis what happened to Johnson  Johnson ,0
1300331438856957953t,Giving untested vaccines means that there is no guarantee that they are going to work so people could wrongly assume that they are inoculated when they are notChina Well well So TheChinese virus followed by TheChinese vaccine I am looking forward to one of those letters,1
1318061507129659392t,Anyone knows what was the adverse event in this adenovirusvectored vaccine  Was it myelitis again The more we delay in knowing more trials start  like the Russian vaccine in India again adenovirus ,0
1417131033791713287t,But again back to the vaccine and the still claiming that it works for variants It does not it can not The Moderna mRNA was created from a spike protein of one particular strain of covid  thats it That in itself is still not an open and shut cure We all knew going in,0
1337003593694588929t,  The Oxford vaccine uses a virus that affects chimpanzees and that was genetically modified to the virus that causes covid19The results are that the organism reacts without noveltybut this is in the organisms of the volunteersAnd what about the other humanswe are not identical,0
1445391591791898641t,34 Year Old Denver Police Officer Forced To Get The Vaccine Or Lose His Job Took The 1 Shot Of Pfizer And Now Cant Walk  ,0
1326762814934020097t, Of course it had to be better than Pfizers 90 Just wait another vaccine will come out as 95 effective and Russia will be like oh wait no ours is 98 now,1
1333434781783257089t, Whats in it Does it utilize genetic modification technology mRNA editing CRISPR etc How can a vaccine be made for something that hasnt been organically isolated What are the long term side effects Why are cures for flu and lung infections being suppressed,0
1301890678562197504t,   Why are we so willing to be lab rats Why are we so ready to accept the Russian vaccine as safe when even the most optimistic projection is that the earliest we can have a vaccine is November What is this sudden show of affection of with love from Russia,1
1370014881517297664t, Yepscaring people into taking the vaccine a vaccine passport was never going to really happen in Europewhat about the open borders  countries taking the Russian jab not licensed by the EU ,1
1374730923640520712t,Even Putin doesnt want to take Russian COVID vaccine but they will keep pretending they dont wanna choose their favorite child Russian vaccine ,1
1125355893959405568t,   Thats kind of my point The fact that if you simply search for information online by typing Vaccinations into Google for example it gives a lot of provaccine info but suppresses info about antivaccine Thats censorship Not good,0
1293162714865467395t,Folks Putin has announced the firstever vaccine for COVID The same country who lost a 45 million Russian weather satellite last November due to human error Just dont believe the hype okay ,1
1298704879150653440t, I wouldnt take it if the vaccine is russian I cant trust those homophobics and their history of failures in every single thing they attempt,1
1325785900496936961t, They can keep their RFID chip along with their Corona vaccine,0
1353855288277946368t,  Yeah sure FDA and EMA agree The UK vaccine is not good Johnson was only able to make propaganda What a shame,1
1358743124076601346t,  The Russian Vaccine is actually a poison that will weaken us all before the invasion,1
1343333401546403842t,  The Moderna candidate has markedly more common acute side effects I suspect it may be slightly more effective overall over time but there is essentially no difference in the short run,0
1291500562857394177t,Some doubts about medical ethics and maybe that Russian vaccine is underrated  Marginal REVOLUTION  There are no ethics in VaccinesWorks or gold standard placebo testing would be mandatory like all other drugs in the world ,1
1289608715654422528t,   As I said you go ahead and take a russian vaccine with no testing of long term effects ,1
1293514182357217280t, Russian cocktail No thanks And BTW its super curious that Russia was one of the last nations to be infected but the first to roll out a vaccine   Anybody else thinking this,1
1365996590834532354t,  The cruelty is so people will be desperate for the vaccine The uk was chosen to be first or nearly first for the vaccine rollout as the powers that be know the uk has some of the most gullible people in the world,1
1304851086029848576t,In the Netherlands in 1972 kidney cells were harvested from an aborted baby girl for medical research She was given the dehumanizing label HEK293 One of the cell lines from this baby are being exploited in the production of the COVID19 vaccine at Oxford University,0
1270220127846330370t,   Having no corona till the end of this century seems impossible  Over optimistic target of developing vaccine by end of the year seems impossible  Incase one finds it unsafe then he or she can choose to stay home Let others work  forceful lockdown is not possible any more,0
1326608639629660161t, Have you seen Pfizers charge sheet The laws they have broken and the lifes they have ruined resulted in massive fines running into billions And you want their magical never before gained 90 RNA altering drug in your veins In 80 years of vaccines none better than 50,0
1293343503875940353t,Id rather catch Covid than take that Russian vaccine ,1
1326161033682182144t,I wouldnt accept a vaccine from China Better Pfizer but not yet,1
1414659855512752131t,NEWS Johnson  Johnsons Covid19 vaccine may trigger a rare neurological condition in a small number of people who receive the vaccine the FDA said ,0
1340725208471232515t,The criminal entity known as PFIZER  the manufacturer of the Frankenstein covid vaccine will pay a CRIMINAL fine of 1195 billion Yes a CRIMINAL FINE the largest criminal fine ever imposed in the United States for any matter ,0
1374080274829545472t,WE get a covid STICKER  What do you think the big tough RUSSIANS receive as a reward for receiving their covid vaccine Wild water rafting Skydiving Rockclimbing lessons No an ICE LOLLY   ,1
1293635558476902400t,take the Russian Covid Vaccine and you become a GMO Human and Russia owns you and your geneshmm and guess what  if you have children that would create Russian Federation Vaccine patented changeling 20 version wow GMO changelings unite it could be a new Reparations Movement,1
1293191258089938945t,RussianVaccine is either useless or may kill us all Russia has been hiding coronavirus death tall numbers lying about everything and wreaking havoc across the world for decades through covert operations So yes please buy their vaccine Sputnik V,1
1327217080953876480t, I will do everything in my power to avoid ALL of your medications You intentionally held back the China Virus vaccine results until after the election Yall are a scam  Yall didnt like s favored nation rule Yall are sick,0
1296838630577549317t,And they want us to take a Russian developed vaccine  Really,1
1334543919296733192t,  The only think I can think of why people might be cautious is that Pfizer have been granted indemnified if any think should go wrong,0
1350115151484051457t,We could have had COVIDzero already the vaccine will not arrive in time to save us  Pfizer to temporarily reduce vaccine deliveries to Canada minister says  CBC News  bcpoli covid19 cdnpoli,1
1339371385584562177t,BREAKING This is what       does not want you to see and hear as they condition you with media narratives to take   vaccines that could PERMANENTLY BLIND YOU PfizerPoison ,0
1264681345898479618t, I am interested in the vax that used to be ChAdCx1 nCoV19 but now is AZD1222 Developed by Oxford licensed thru British Astra Zeneca 400 million does for US then 1 billion Starts in Sept Company admits it will cause more deaths than actual CoV19 Why change nameno trials,0
1303102943747551233t, nobody wants ur backdoor russian vaccine but pls u take it first,1
1398617621134725120t,Pfizer wants an indemnity bond to exempt it from any action in case its vaccine causes sideeffects among the people  a bond the UK and the US have signed India has not agreed to this bond ,0
1333613341131083782t,The volunteer in India was given the Covishield vaccine on Oct 1 and had to spend time in an intensive care unit for the side effects that followed said reports ,0
1293196452089475073t, They dont have to produce very much of the vaccine there is no one that I know who will take a Russian vaccine which has got no test results has been developed opaquely and we are not even sure it works,1
1339023684896518145t,Okay now theyre saying the covid vaccine has unknown fertility impacts no breastfeeding and you cant get pregnant for two months I was all for it but what the fuck,0
1352994869556350977t,TRUSTCCP Do you trust the Chinese Communist Party to make YOUR mRNA vaccine Well good cause there are hundreds of their virologists working hard for you right now in Big Pharma ,1
1336787463730294790t,Hardly reassuring news is it Pfizer want the money but not the risk as their covid19vaccine which has been indemnified by the Irish government   ,0
1365271151648378881t,We Here as Leaders of the EU Dont like your English Oxford vaccine We the Leaders of all these EU countries like and trust OUR OWN vaccine so all you millions of Europeans will just have 2 keep on diying and suffering until we LEADERS get OUR VACCINE DELIVERED,1
1373649346273677319t,Have yet to hear from any health official what people who have had the covid vaccine can or cannot do Can you get together with others who have had shot Are you immune Whats the good of getting shot if there are no guidelines,0
1254096497374711809t, Apparently Canada does too after the kid ordered ours from China and all of them dont meet the standards Us Canadians appeal for help from the useless idiot However Mr President Im disappointed that you are buying into the whole Vaccine propaganda,1
1357091674627923968t, I dont see how this is a desirable vaccine choice for Nigeria Certainly the Russians can mass produce Sputnik V to the 16m level in a short time frame Covax hasnt proved to be any good compared to the 91 levels we are seeing from Western and Russian vaccines,1
1245089474150834176t, 1977 Swine Flu debacle they cried wolf and killed people with vaccine 2005 Avian H5N1 Flu they cried wolf and sold lots of Tamiflu to which virus was entirely immune  2009 H1N1 they cried wolf and sold lots of Tamiflu and EXTRA flu shots This is the Wolf,0
1293132985655537664t,Id rather have three root canal treatments in a row without anesthesia than take this Russian fake vaccine ,1
1272844585878896641t,  And this is a good news  usually it takes 10 years to develop a vaccine  The Oxford one is made from Chimpanze Antigene with a S protein added it is genetically modified and will be given to the human being with no test on long term counter effect,0
1306428665983631361t, Why dont you take the Russian vaccine Trump I hear there is bleach in it,1
1446115691262660622t,Forced mandatory vaccination over livehood of people is a dangerous precedent in Canada compared to totalitarian regimes all over History I want to vomit that people are forced to that decisions I have my 2 Astra Zeneca but I feel disgusted by Trudeau Ford Tory top doctors,0
1355947692149649409t,   You havent got a clue mate Study the manufacturing processes then you might realise the problems also uk paid for the development of the vaccine then handed it over to AZ So I dont think the EU are in any position to take uk allowance  vaccines are in France they dont work,1
1300976928015282176t, Ahh its because he has his heart set on the Russian vaccine Gook luck with that and the chips Russia will implant into youlol,1
1331629978975428609t,11n Vaccine fraud Moderna The placebo is 09 sodium chloride normal saline injection which meets the criteria of the United States Pharmacopeia USP Analysis Placeboconrol should have been another immune booster eg another vaccine ,0
1331712803137314817t,Average effectiveness  unexplained side effects 7 QUESTIONS that AstraZeneca needs to answer about its Covid19 vaccine  RT World News   ,0
1334475487398203392t,Feels a little like Pfizer covering its backside just in case I mean what could go wrong LetThePoliticiansGoFirst,0
1288967987123429376t,    Stick your virus and your so called vaccine No way am I letting you put that shit in me,0
1374065329173889024t,  I agree with Ron Getting the vaccine should be personal choice based on your health and circumstances Its not this vaccine Id be concerned about but rather the endless string of booster shots for every variant thats coming down the road  ,0
1293111667652468737t,Here comes top global terrorist Putin to bamboozle the world I cant believe in it because over the years Russia has only invested in death  destruction from Syria to Libya  Belarus2020 No to Putin  no to Russian vaccine,1
1430567488211795969t,Rapper who mocked lockdown protesters dies of heart attack after having the Pfizer Covid19 injection  Daily Expose  This wont make MSM Only hesitants who die make MSM,0
1309240183343075328t,Sweden did what people have done for all of human history Also 2008 pandemic w equally dire predictions  disastrous vaccine failure  life went on Every bit of COVID panic  policy is about political power If lives mattered wed have MedicareForAll ,0
1298782380682096641t, I wouldnt take any vaccine created from ChinaTrudeau can be their guinea pig,1
1293269395901501440t,A Russian Covid19 vaccine sounds about as safe as a bleach injection,1
1339162450810245121t,The doctors in India are asking the politicians to take the vaccine first most dont trust the vaccine Quite rightThats a smart intelligent approach to it all We say  let the queen of England have the vaccine first b4 ordering 350 million fm Pfizer costing 5billion,1
1426739516472135683t, I am concerned that males aged 1630 might be forced to vaccinate against COVID and be encouraged to use Pfizer This vaccine causes myocarditis in 1 in 30006000 of this cohort If occurs on the second dose What happens when we need boosters  dose 3 4 5,0
1376731329870565380t,  The AZ vax is much more questionable than the JNJ vaccine despite being on the same platform JNJ didnt add humanderived sequences to increase the efficacy of their vaccine  AZ did In terms of safety all else equal traditional vax are the least safe and RNA are the safest,0
1362032023574097920t,  Who would want to trust Johnson and Johnson vaccines,0
1297954211317944320t,Well let me ask youwould you take a vaccine from Russia when Putin just poisoned his opponent in the election  Not me  The griffter Trump will try to make money on it  Hell buy up the stock and then promote it like he does oleander a rat poison,1
1293302532110942208t,   Lets put it this way there is no way Ill be taking the Russian vaccine Interestingly though Ive read elsewhere that there is plenty of evidence that we have already reached herd immunity But those obsessed with the precautionary principle dont wish to know,1
1310069301739532288t,  Hold on So youre saying that Pfizer is not a blood sucking corporate thats trying to push their untested vaccine into our arms,0
1287426674846347265t, Injecting a Russian vaccine is like depending on a Lada as your daily driver,1
1371564627969114115t,Why Ukraine fails vaccination People do not trust Covishield cause it is Indianrefuse to get shots Government keeps staring the vaccine is good immunizes officials Chief sanitary doctor publicly gets it tests positive for Covid days after,1
1439926046795653123t,  Im anxious that Pfizer say there own vaccine is safe No way in my mind How do ministers sleep at night,0
1390578135142383617t,   You have small nos of infections and low levels of mortality You have no urgency to have a vaccination blitz with a vaccine that is turning out to be a bigger dud in solving this crisis than could have ever been thought Can the AZ Oxford reserch safety data be trusted at all,0
1338206894528323584t,Must read megathread on limitations of and reasons to be cautious about covid vaccines that you wont find by a Google search by the indefatiguable Michelle Malkin,0
1316161425258303488t,Dont want be experiment for China covid vaccine either ,1
1353295213280681992t, If you choose a vaccine made in China then you can refer to the following pictures or directly search for those children who were disabled by the Chinese vaccine on Twitter Believing in the Chinese Communist Party is equivalent to believing in the devil ,1
1334469394810986499t,    Pfizer acquired Biontech in 2018 and now they are mass vaccinating the uk before the trial reports are published and peer reviewed in 2023 But TalkRadio clap clap yay vaccine ,0
1293246301644238848t,Im not taking a Russian vaccine until a Cuban doctor tells me its ok,1
1306513160489373699t,SackWhitty in the pocket of  and  who have already have an option to sell 2 BILLION doses of vaccine to India A vaccine which has been rushed already been paused due to severe reactions in test subjects and has no control sample for comparison,0
1370005353782386690t,Hello provaxxers Please note Denmark suspends use of AstraZeneca COVID vaccine    ,1
1301536144304336896t,  4D chess works Some think vaccines work They have a right to access His job is to make it available or it will be dereliction of duty Trump divorced WHO and global vaccine schemes Gates is mostly out Moderna Well see Taxes dont fund much now It is all indebtedness now,0
1331595696831688705t,  I am all for vaccines that affect children  5  Covid doesnt fit that bill though,0
1298034689207341056t, I recieved a text message from my Doctors surgery last week saying they will have a flu vaccine for me in October because I am over 50 so I rang them and told them to take me off the list as I do not require the jab not now not ever,0
1349647410465800198t,ZERO guarantee for Chinese goods  Days back it was said that Chinese Corona vaccine was 78 effective  But now it is said that the Chinese vaccine is just 504 effective Getting vaccinated by Chinese vaccine is same as getting infected by corona virus Plz stay away,1
1376414432398561280t, And still people think its about a Chinese batvirus And still people think the vaccine will get them back to normal And still people think the vaccine passports are a temporary thing which will be used until the pandemic is over People are not paying attention,0
1406476188449525761t,Guess who hasnt closed his rings for today yet Splitting headache still Might be the vaccine Might be the Indian Variant Might be Russian peeps beaming rays into my head like  said But Ill close my rings Im American Youll have to kill me to make me to stop ,1
1293187211391770626t, Without Phase3 safety and efficacy data the Russian vaccine is a none starter outside Russia Thats how the system works,1
1377241941075722240t, I believe those current protocols are unethical and deny the logic that their precedent relies upon Can vaccinated people still carry viruses Yes,0
1295363371739615232t,  Do u even realize that Faucis NIH gave 37 million dollars to the wuhan lab in 2015 to research coronavirus Wake up man Look who has patents filed on the moderna vaccine Go do some research and wake up to the fact your are being played,1
1435257781242642434t,Japan three men aged 30 to 49 have died after taking Moderna vaccine which was contaminated by small stainless steel fragments  ,0
1313157989126283267t,What the AF I see the Sunlit Uplands now come with no safety testing Can anybody say Zombie Apocalypse 10 Quid says the dodgy Russian Chernobyl incubated Covid Vaccine will soon be on the NHS procurement menu,1
1304285026977083392t,Are we the only country where everyone is required to wear masks and face shields everywhere because the governments response has nothing to do with controlling the spread but more on the lines of 1waiting it out until we get herd immunity and that 2sketchy Russian vaccine,1
1333463027547578370t,  They made the virus they are the virus they offer their false vaccine but we are the real vaccine to end their disease of lies ,0
1338558612579385346t,Pfizers CEO should of been the 1st person to get vaccine but instead he bows out so whats that tell you Very fucking shady  corrupt hopefully everyone that gets the vaccine will be safe but thats probably wishful thinking All these companies care about is the money,0
1408481638279827458t,the  put out a tweet  which is sensationalistic  which leave out the important detail these over dozen fully vaccinated doctors  it was all with a Chinese vaccine that has provided ZERO efficacy data where similar events in other countries prove it is WORTHLESS ,1
1363407629440049156t, AFR readers should be concerned about receiving a vaccine from  that South Africa is looking to swap out because it doesnt protect against their variant and that Germany France Italy Netherlands have refused to license for 65 COVID is worse than sideeffects,0
1280507071860027392t,Is anyone stupid enough to have this injected into their own or their childrens body What a weird species that thinks injecting poison will eliminate fear DORKS Operation Warp Speed Awards Novavax 16 Billion For COVID Vaccine  Zero Hedge ,0
1313060200593551360t, And there was that flu vaccine that was given in Northern Italy that caused a cytokine storm when covid arrived Same thing happened in US military Why is nobody talking about this  ,1
1293165215048237056t,theres no way in hell im getting a russian vaccine,1
1326124558227656705t,I am highly sceptical Pfizers Covid19 Vaccine Proves 90 Effective in Trials ,0
1251322915297132545t,So one of BioNTechs investor is Bill and Melinda Gates So BioNTech has an agreement with Fosun Pharma to make the vaccine inChina So question would you take a vaccine with all these connections made in China,1
1347792425016823810t,Carlos Palestino the brotherinlaw of Mexican doctor Karla Cecilia Perez was paralyzed hours after receiving the PfizerBioNTech COVID19 vaccine according to reports There have been several anecdotal reports about patients dying after receiving the vaccine in Europe,0
1141845640185561092t, Yes I once commented in a vaccine thread that some people with Lyme risk relapse from vaccination and mentioned a friend who was the sickest Ive ever seen after a flu shot People went nuts I cried and then blocked,0
1377115001488478211t, Ed to be fair we all know its only the Russian vaccine that ends up tattooing 666 on ones forehead You know Gog and Magog and all that which in translation is Im told Gates and Putin for the Win,1
1365736165677035522t,All these years we took the flu vaccine and all kinds of medications when all we had to do was wash our hands and wear masks ,0
1331320600799834113t,   Having spent quite a bit of time there I can tell you that you DO NOT want a Russian vaccine It will make their people sick it wii make you sick,1
1293383556102750208t,Whoever believes the RussianVaccine is the answercure is stupid  please dont believe this shit RussiaHoax,1
1333388217194860545t,I meant a wonder vaccine has just been discovered Why the hell is the NHS spending our money in celebrities to convince you to take a vaccine you should already want to take,1
1371638621086875649t,Eugenics 101 Around 60 of those whove died with Covid had a disabilityMany elderly would rather not have had vaccine but herdedtold they must Deaths in the over 80s shot up exponentially immediately after and Pfizer admits it suppressed immunity for at least a week  ,0
1398000361789693957t,Coroners to investigate after BBC presenters family say she died of blood clot following AstraZeneca jab ,0
1353289491524550657t,It would be better to have actually caught this mild illness for the 98percent of usOH wait a minute EVEN if I caught it do I still need to take the vaccineso IF I get the JAG but still keep ALL the masks the distancing and the BS yes note to selfDO NOT GET VACCINE ,0
1255208092368805888t,Not taking flu or China virus vaccinedone with vaccines after what Ive been hearing,1
1330841393967886337t,Pfizer Tests COVID19 Vaccine on Kids Frauds lawsuits and convictions of their crimes against Humanity should we trust them ,0
1293145644937469952t, Trump is gonna push Russias vaccine on us while he tries to dismantle social security and all our elderly citizens because covid wasnt knocking them fast enough,1
1293203414730457089t,YeahRussian vaccine that hasnt even been tested Hard pass,1
1334516549562949632t, Would think their wives and children should also take the vaccine innoculations live for the entire nation to view Then they should all be monitored to see what side effects take place within each of them,0
1294049509622784000t,LOL Putin trying to find way to kill Americans directly since his ass less than 100 days from losing the  Anyone takes this Russian Vaccine is a Damn Moron ,1
1297221952826793986t, tRump will push the unproven Russian vaccine  kill Americans No way am I trusting any vaccine from PutinsPuppet,1
1334936052079980551t,  If Covid19 vaccine is safe so why manufacturing companies are asking for legal protection from Governments against legal problems that may happen due to vaccine complication as what happened in UKwhose Government gave Pfizer legal protection before vaccinating people in UK ,0
1365388980959633408t,So to sum up Would I take the genuine OxfordAstraZeneca vaccine DEFINITELY YES and with pleasure Would I take the madeinIndia copycat of that vaccine Id rather not unless Health Canada better explains how it has assured qualitywhich it hasnt,1
1255817141992992768t,Ill be declining but Im sure there will be plenty lining up to exchange their natural freedom rights for a concoction that manufacturers will be given gov protected indemnity Covid19 Pharma giant on board to manufacture as yet unproven Oxford vaccine ,0
